countycode,answered_field,gender,age,livingstatus,elderly,city,cities,geo,response
3,n3_eat_nutri,1.0,11.0,2.0,1,0,0,north,3
3,n3_eat_nutri,1.0,12.0,1.0,1,0,0,north,1
3,n3_eat_nutri,1.0,12.0,2.0,1,0,0,north,2
3,n3_eat_nutri,1.0,13.0,1.0,1,0,0,north,1
3,n3_eat_nutri,1.0,13.0,2.0,1,0,0,north,2
3,n3_eat_nutri,2.0,1.0,1.0,0,0,0,north,2
3,n3_eat_nutri,2.0,1.0,2.0,0,0,0,north,13
3,n3_eat_nutri,2.0,2.0,1.0,0,0,0,north,4
3,n3_eat_nutri,2.0,2.0,2.0,0,0,0,north,21
3,n3_eat_nutri,2.0,3.0,1.0,0,0,0,north,6
3,n3_eat_nutri,2.0,3.0,2.0,0,0,0,north,14
3,n3_eat_nutri,2.0,4.0,1.0,0,0,0,north,1
3,n3_eat_nutri,2.0,4.0,2.0,0,0,0,north,12
3,n3_eat_nutri,2.0,4.0,3.0,0,0,0,north,1
3,n3_eat_nutri,2.0,5.0,2.0,0,0,0,north,20
3,n3_eat_nutri,2.0,6.0,1.0,0,0,0,north,3
3,n3_eat_nutri,2.0,6.0,2.0,0,0,0,north,24
3,n3_eat_nutri,2.0,7.0,1.0,0,0,0,north,3
3,n3_eat_nutri,2.0,7.0,2.0,0,0,0,north,32
3,n3_eat_nutri,2.0,7.0,3.0,0,0,0,north,1
3,n3_eat_nutri,2.0,8.0,1.0,0,0,0,north,6
3,n3_eat_nutri,2.0,8.0,2.0,0,0,0,north,17
3,n3_eat_nutri,2.0,9.0,1.0,0,0,0,north,6
3,n3_eat_nutri,2.0,9.0,2.0,0,0,0,north,20
3,n3_eat_nutri,2.0,9.0,3.0,0,0,0,north,1
3,n3_eat_nutri,2.0,10.0,1.0,1,0,0,north,5
3,n3_eat_nutri,2.0,10.0,2.0,1,0,0,north,11
3,n3_eat_nutri,2.0,11.0,2.0,1,0,0,north,5
3,n3_eat_nutri,2.0,12.0,1.0,1,0,0,north,1
3,n3_eat_nutri,2.0,12.0,2.0,1,0,0,north,1
3,n3_eat_nutri,2.0,13.0,1.0,1,0,0,north,4
3,n3_eat_nutri,2.0,13.0,2.0,1,0,0,north,4
3,n3_health_risk,1.0,1.0,2.0,0,0,0,north,6
3,n3_health_risk,1.0,2.0,1.0,0,0,0,north,1
3,n3_health_risk,1.0,2.0,2.0,0,0,0,north,6
3,n3_health_risk,1.0,3.0,1.0,0,0,0,north,1
3,n3_health_risk,1.0,3.0,2.0,0,0,0,north,10
3,n3_health_risk,1.0,4.0,2.0,0,0,0,north,5
3,n3_health_risk,1.0,5.0,1.0,0,0,0,north,3
3,n3_health_risk,1.0,5.0,2.0,0,0,0,north,11
3,n3_health_risk,1.0,6.0,1.0,0,0,0,north,5
3,n3_health_risk,1.0,6.0,2.0,0,0,0,north,8
3,n3_health_risk,1.0,7.0,1.0,0,0,0,north,3
3,n3_health_risk,1.0,7.0,2.0,0,0,0,north,8
3,n3_health_risk,1.0,8.0,1.0,0,0,0,north,3
3,n3_health_risk,1.0,8.0,2.0,0,0,0,north,13
3,n3_health_risk,1.0,9.0,2.0,0,0,0,north,3
3,n3_health_risk,1.0,10.0,2.0,1,0,0,north,5
3,n3_health_risk,1.0,11.0,1.0,1,0,0,north,1
3,n3_health_risk,1.0,11.0,2.0,1,0,0,north,3
3,n3_health_risk,1.0,12.0,1.0,1,0,0,north,1
3,n3_health_risk,1.0,13.0,1.0,1,0,0,north,1
3,n3_health_risk,2.0,1.0,2.0,0,0,0,north,17
3,n3_health_risk,2.0,2.0,1.0,0,0,0,north,2
3,n3_health_risk,2.0,2.0,2.0,0,0,0,north,22
3,n3_health_risk,2.0,3.0,1.0,0,0,0,north,2
3,n3_health_risk,2.0,3.0,2.0,0,0,0,north,13
3,n3_health_risk,2.0,4.0,1.0,0,0,0,north,1
3,n3_health_risk,2.0,4.0,2.0,0,0,0,north,12
3,n3_health_risk,2.0,5.0,2.0,0,0,0,north,18
3,n3_health_risk,2.0,5.0,3.0,0,0,0,north,1
3,n3_health_risk,2.0,6.0,1.0,0,0,0,north,3
3,n3_health_risk,2.0,6.0,2.0,0,0,0,north,15
3,n3_health_risk,2.0,7.0,1.0,0,0,0,north,4
3,n3_health_risk,2.0,7.0,2.0,0,0,0,north,21
3,n3_health_risk,2.0,8.0,1.0,0,0,0,north,5
3,n3_health_risk,2.0,8.0,2.0,0,0,0,north,14
3,n3_health_risk,2.0,9.0,1.0,0,0,0,north,3
3,n3_health_risk,2.0,9.0,2.0,0,0,0,north,9
3,n3_health_risk,2.0,9.0,3.0,0,0,0,north,2
3,n3_health_risk,2.0,10.0,1.0,1,0,0,north,3
3,n3_health_risk,2.0,10.0,2.0,1,0,0,north,4
3,n3_health_risk,2.0,11.0,3.0,1,0,0,north,1
3,n3_health_risk,2.0,12.0,2.0,1,0,0,north,3
3,n3_learn_activ,1.0,1.0,1.0,0,0,0,north,2
3,n3_learn_activ,1.0,1.0,2.0,0,0,0,north,4
3,n3_learn_activ,1.0,2.0,1.0,0,0,0,north,1
3,n3_learn_activ,1.0,2.0,2.0,0,0,0,north,2
3,n3_learn_activ,1.0,3.0,1.0,0,0,0,north,4
3,n3_learn_activ,1.0,3.0,2.0,0,0,0,north,4
3,n3_learn_activ,1.0,4.0,1.0,0,0,0,north,1
3,n3_learn_activ,1.0,4.0,2.0,0,0,0,north,5
3,n3_learn_activ,1.0,5.0,2.0,0,0,0,north,3
3,n3_learn_activ,1.0,6.0,2.0,0,0,0,north,3
3,n3_learn_activ,1.0,7.0,2.0,0,0,0,north,9
3,n3_learn_activ,1.0,8.0,1.0,0,0,0,north,2
3,n3_learn_activ,1.0,8.0,2.0,0,0,0,north,6
3,n3_learn_activ,1.0,9.0,2.0,0,0,0,north,6
3,n3_learn_activ,1.0,10.0,1.0,1,0,0,north,1
3,n3_learn_activ,1.0,10.0,2.0,1,0,0,north,4
3,n3_learn_activ,1.0,13.0,1.0,1,0,0,north,1
3,n3_learn_activ,2.0,1.0,2.0,0,0,0,north,6
3,n3_learn_activ,2.0,2.0,1.0,0,0,0,north,1
3,n3_learn_activ,2.0,2.0,2.0,0,0,0,north,6
3,n3_learn_activ,2.0,3.0,2.0,0,0,0,north,5
3,n3_learn_activ,2.0,4.0,2.0,0,0,0,north,7
3,n3_learn_activ,2.0,5.0,2.0,0,0,0,north,15
3,n3_learn_activ,2.0,6.0,1.0,0,0,0,north,2
3,n3_learn_activ,2.0,6.0,2.0,0,0,0,north,14
3,n3_learn_activ,2.0,7.0,1.0,0,0,0,north,4
3,n3_learn_activ,2.0,7.0,2.0,0,0,0,north,21
3,n3_learn_activ,2.0,8.0,1.0,0,0,0,north,2
3,n3_learn_activ,2.0,8.0,2.0,0,0,0,north,22
3,n3_learn_activ,2.0,9.0,1.0,0,0,0,north,4
3,n3_learn_activ,2.0,9.0,2.0,0,0,0,north,14
3,n3_learn_activ,2.0,9.0,3.0,0,0,0,north,1
3,n3_learn_activ,2.0,10.0,1.0,1,0,0,north,4
3,n3_learn_activ,2.0,10.0,2.0,1,0,0,north,6
3,n3_learn_activ,2.0,11.0,1.0,1,0,0,north,1
3,n3_learn_activ,2.0,11.0,2.0,1,0,0,north,4
3,n3_learn_activ,2.0,12.0,2.0,1,0,0,north,2
3,n3_learn_activ,2.0,13.0,1.0,1,0,0,north,1
3,n3_learn_activ,2.0,13.0,2.0,1,0,0,north,2
3,n3_med_diagno,1.0,2.0,2.0,0,0,0,north,8
3,n3_med_diagno,1.0,3.0,1.0,0,0,0,north,2
3,n3_med_diagno,1.0,3.0,2.0,0,0,0,north,7
3,n3_med_diagno,1.0,4.0,1.0,0,0,0,north,2
3,n3_med_diagno,1.0,4.0,2.0,0,0,0,north,10
3,n3_med_diagno,1.0,5.0,1.0,0,0,0,north,3
3,n3_med_diagno,1.0,5.0,2.0,0,0,0,north,10
3,n3_med_diagno,1.0,6.0,1.0,0,0,0,north,3
3,n3_med_diagno,1.0,6.0,2.0,0,0,0,north,11
3,n3_med_diagno,1.0,7.0,1.0,0,0,0,north,2
3,n3_med_diagno,1.0,7.0,2.0,0,0,0,north,15
3,n3_med_diagno,1.0,7.0,3.0,0,0,0,north,1
3,n3_med_diagno,1.0,8.0,1.0,0,0,0,north,1
3,n3_med_diagno,1.0,8.0,2.0,0,0,0,north,10
3,n3_med_diagno,1.0,9.0,1.0,0,0,0,north,1
3,n3_med_diagno,1.0,9.0,2.0,0,0,0,north,8
3,n3_med_diagno,1.0,10.0,2.0,1,0,0,north,4
3,n3_med_diagno,1.0,11.0,1.0,1,0,0,north,1
3,n3_med_diagno,1.0,11.0,2.0,1,0,0,north,4
3,n3_med_diagno,1.0,12.0,2.0,1,0,0,north,3
3,n3_med_diagno,1.0,13.0,2.0,1,0,0,north,4
3,n3_med_diagno,2.0,1.0,2.0,0,0,0,north,11
3,n3_med_diagno,2.0,2.0,2.0,0,0,0,north,14
3,n3_med_diagno,2.0,3.0,1.0,0,0,0,north,1
3,n3_med_diagno,2.0,3.0,2.0,0,0,0,north,11
3,n3_med_diagno,2.0,4.0,1.0,0,0,0,north,1
3,n3_med_diagno,2.0,4.0,2.0,0,0,0,north,11
3,n3_med_diagno,2.0,5.0,1.0,0,0,0,north,1
3,n3_med_diagno,2.0,5.0,2.0,0,0,0,north,14
3,n3_med_diagno,2.0,6.0,1.0,0,0,0,north,4
3,n3_med_diagno,2.0,6.0,2.0,0,0,0,north,24
3,n3_med_diagno,2.0,7.0,1.0,0,0,0,north,5
3,n3_med_diagno,2.0,7.0,2.0,0,0,0,north,34
3,n3_med_diagno,2.0,8.0,1.0,0,0,0,north,3
3,n3_med_diagno,2.0,8.0,2.0,0,0,0,north,23
3,n3_med_diagno,2.0,9.0,1.0,0,0,0,north,5
3,n3_med_diagno,2.0,9.0,2.0,0,0,0,north,9
3,n3_med_diagno,2.0,10.0,1.0,1,0,0,north,1
3,n3_med_diagno,2.0,10.0,2.0,1,0,0,north,7
3,n3_med_diagno,2.0,11.0,2.0,1,0,0,north,4
3,n3_med_diagno,2.0,12.0,2.0,1,0,0,north,6
3,n3_med_diagno,2.0,13.0,1.0,1,0,0,north,1
3,n3_med_diagno,2.0,13.0,2.0,1,0,0,north,2
3,n3_safe_drive,1.0,1.0,2.0,0,0,0,north,2
3,n3_safe_drive,1.0,2.0,1.0,0,0,0,north,1
3,n3_safe_drive,1.0,3.0,2.0,0,0,0,north,1
3,n3_safe_drive,1.0,4.0,2.0,0,0,0,north,4
3,n3_safe_drive,1.0,5.0,2.0,0,0,0,north,2
3,n3_safe_drive,1.0,6.0,2.0,0,0,0,north,2
3,n3_safe_drive,1.0,7.0,1.0,0,0,0,north,1
3,n3_safe_drive,1.0,7.0,2.0,0,0,0,north,1
3,n3_safe_drive,1.0,8.0,2.0,0,0,0,north,2
3,n3_safe_drive,1.0,8.0,3.0,0,0,0,north,1
3,n3_safe_drive,1.0,9.0,2.0,0,0,0,north,3
3,n3_safe_drive,1.0,10.0,2.0,1,0,0,north,2
3,n3_safe_drive,1.0,11.0,1.0,1,0,0,north,1
3,n3_safe_drive,1.0,11.0,2.0,1,0,0,north,1
3,n3_safe_drive,2.0,1.0,1.0,0,0,0,north,1
3,n3_safe_drive,2.0,1.0,2.0,0,0,0,north,3
3,n3_safe_drive,2.0,2.0,1.0,0,0,0,north,2
3,n3_safe_drive,2.0,2.0,2.0,0,0,0,north,4
3,n3_safe_drive,2.0,3.0,1.0,0,0,0,north,1
3,n3_safe_drive,2.0,3.0,2.0,0,0,0,north,2
3,n3_safe_drive,2.0,4.0,2.0,0,0,0,north,2
3,n3_safe_drive,2.0,5.0,2.0,0,0,0,north,4
3,n3_safe_drive,2.0,6.0,2.0,0,0,0,north,2
3,n3_safe_drive,2.0,7.0,1.0,0,0,0,north,2
3,n3_safe_drive,2.0,7.0,2.0,0,0,0,north,2
3,n3_safe_drive,2.0,8.0,2.0,0,0,0,north,2
3,n3_safe_drive,2.0,9.0,1.0,0,0,0,north,2
3,n3_safe_drive,2.0,9.0,2.0,0,0,0,north,2
3,n3_safe_drive,2.0,9.0,3.0,0,0,0,north,1
3,n3_safe_drive,2.0,10.0,2.0,1,0,0,north,2
3,n3_safe_drive,2.0,11.0,2.0,1,0,0,north,1
3,n3_safe_walk,1.0,1.0,2.0,0,0,0,north,2
3,n3_safe_walk,1.0,2.0,1.0,0,0,0,north,1
3,n3_safe_walk,1.0,2.0,2.0,0,0,0,north,5
3,n3_safe_walk,1.0,3.0,2.0,0,0,0,north,6
3,n3_safe_walk,1.0,4.0,2.0,0,0,0,north,2
3,n3_safe_walk,1.0,5.0,2.0,0,0,0,north,8
3,n3_safe_walk,1.0,6.0,1.0,0,0,0,north,1
3,n3_safe_walk,1.0,6.0,2.0,0,0,0,north,10
3,n3_safe_walk,1.0,7.0,1.0,0,0,0,north,3
3,n3_safe_walk,1.0,7.0,2.0,0,0,0,north,6
3,n3_safe_walk,1.0,8.0,2.0,0,0,0,north,3
3,n3_safe_walk,1.0,9.0,1.0,0,0,0,north,1
3,n3_safe_walk,1.0,9.0,2.0,0,0,0,north,6
3,n3_safe_walk,1.0,10.0,2.0,1,0,0,north,6
3,n3_safe_walk,1.0,11.0,2.0,1,0,0,north,2
3,n3_safe_walk,1.0,12.0,2.0,1,0,0,north,1
3,n3_safe_walk,1.0,13.0,3.0,1,0,0,north,1
3,n3_safe_walk,2.0,1.0,2.0,0,0,0,north,12
3,n3_safe_walk,2.0,1.0,3.0,0,0,0,north,1
3,n3_safe_walk,2.0,2.0,1.0,0,0,0,north,3
3,n3_safe_walk,2.0,2.0,2.0,0,0,0,north,5
3,n3_safe_walk,2.0,3.0,1.0,0,0,0,north,1
3,n3_safe_walk,2.0,3.0,2.0,0,0,0,north,7
3,n3_safe_walk,2.0,4.0,1.0,0,0,0,north,2
3,n3_safe_walk,2.0,4.0,2.0,0,0,0,north,8
3,n3_safe_walk,2.0,5.0,1.0,0,0,0,north,1
3,n3_safe_walk,2.0,5.0,2.0,0,0,0,north,11
3,n3_safe_walk,2.0,6.0,1.0,0,0,0,north,1
3,n3_safe_walk,2.0,6.0,2.0,0,0,0,north,22
3,n3_safe_walk,2.0,7.0,1.0,0,0,0,north,2
3,n3_safe_walk,2.0,7.0,2.0,0,0,0,north,27
3,n3_safe_walk,2.0,8.0,1.0,0,0,0,north,5
3,n3_safe_walk,2.0,8.0,2.0,0,0,0,north,13
3,n3_safe_walk,2.0,9.0,1.0,0,0,0,north,3
3,n3_safe_walk,2.0,9.0,2.0,0,0,0,north,9
3,n3_safe_walk,2.0,10.0,1.0,1,0,0,north,2
3,n3_safe_walk,2.0,10.0,2.0,1,0,0,north,6
3,n3_safe_walk,2.0,11.0,1.0,1,0,0,north,1
3,n3_safe_walk,2.0,11.0,2.0,1,0,0,north,4
3,n3_safe_walk,2.0,12.0,2.0,1,0,0,north,6
3,n3_safe_walk,2.0,13.0,1.0,1,0,0,north,3
3,n3_safe_walk,2.0,13.0,2.0,1,0,0,north,2
3,n3_self_living,1.0,1.0,2.0,0,0,0,north,5
3,n3_self_living,1.0,2.0,1.0,0,0,0,north,1
3,n3_self_living,1.0,2.0,2.0,0,0,0,north,5
3,n3_self_living,1.0,3.0,1.0,0,0,0,north,5
3,n3_self_living,1.0,3.0,2.0,0,0,0,north,6
3,n3_self_living,1.0,4.0,1.0,0,0,0,north,1
3,n3_self_living,1.0,4.0,2.0,0,0,0,north,8
3,n3_self_living,1.0,5.0,1.0,0,0,0,north,2
3,n3_self_living,1.0,5.0,2.0,0,0,0,north,12
3,n3_self_living,1.0,6.0,1.0,0,0,0,north,3
3,n3_self_living,1.0,6.0,2.0,0,0,0,north,20
3,n3_self_living,1.0,7.0,1.0,0,0,0,north,3
3,n3_self_living,1.0,7.0,2.0,0,0,0,north,14
3,n3_self_living,1.0,8.0,1.0,0,0,0,north,3
3,n3_self_living,1.0,8.0,2.0,0,0,0,north,6
3,n3_self_living,1.0,9.0,2.0,0,0,0,north,6
3,n3_self_living,1.0,10.0,1.0,1,0,0,north,1
3,n3_self_living,1.0,10.0,2.0,1,0,0,north,9
3,n3_self_living,1.0,11.0,1.0,1,0,0,north,3
3,n3_self_living,1.0,11.0,2.0,1,0,0,north,2
3,n3_self_living,1.0,13.0,2.0,1,0,0,north,2
3,n3_self_living,2.0,1.0,1.0,0,0,0,north,1
3,n3_self_living,2.0,1.0,2.0,0,0,0,north,16
3,n3_self_living,2.0,2.0,1.0,0,0,0,north,4
3,n3_self_living,2.0,2.0,2.0,0,0,0,north,16
3,n3_self_living,2.0,2.0,3.0,0,0,0,north,1
3,n3_self_living,2.0,3.0,1.0,0,0,0,north,1
3,n3_self_living,2.0,3.0,2.0,0,0,0,north,21
3,n3_self_living,2.0,4.0,1.0,0,0,0,north,2
3,n3_self_living,2.0,4.0,2.0,0,0,0,north,30
3,n3_self_living,2.0,4.0,3.0,0,0,0,north,1
3,n3_self_living,2.0,5.0,1.0,0,0,0,north,3
3,n3_self_living,2.0,5.0,2.0,0,0,0,north,39
3,n3_self_living,2.0,6.0,1.0,0,0,0,north,4
3,n3_self_living,2.0,6.0,2.0,0,0,0,north,29
3,n3_self_living,2.0,7.0,1.0,0,0,0,north,7
3,n3_self_living,2.0,7.0,2.0,0,0,0,north,57
3,n3_self_living,2.0,8.0,1.0,0,0,0,north,6
3,n3_self_living,2.0,8.0,2.0,0,0,0,north,36
3,n3_self_living,2.0,9.0,1.0,0,0,0,north,5
3,n3_self_living,2.0,9.0,2.0,0,0,0,north,33
3,n3_self_living,2.0,9.0,3.0,0,0,0,north,1
3,n3_self_living,2.0,10.0,1.0,1,0,0,north,4
3,n3_self_living,2.0,10.0,2.0,1,0,0,north,7
3,n3_self_living,2.0,11.0,1.0,1,0,0,north,2
3,n3_self_living,2.0,11.0,2.0,1,0,0,north,5
3,n3_self_living,2.0,12.0,1.0,1,0,0,north,1
3,n3_self_living,2.0,12.0,2.0,1,0,0,north,8
3,n3_self_living,2.0,13.0,1.0,1,0,0,north,1
3,n3_self_living,2.0,13.0,2.0,1,0,0,north,1
3,n3_tech_learn,1.0,1.0,1.0,0,0,0,north,1
3,n3_tech_learn,1.0,1.0,2.0,0,0,0,north,1
3,n3_tech_learn,1.0,2.0,1.0,0,0,0,north,1
3,n3_tech_learn,1.0,2.0,2.0,0,0,0,north,1
3,n3_tech_learn,1.0,3.0,2.0,0,0,0,north,2
3,n3_tech_learn,1.0,4.0,2.0,0,0,0,north,2
3,n3_tech_learn,1.0,5.0,2.0,0,0,0,north,2
3,n3_tech_learn,1.0,5.0,3.0,0,0,0,north,1
3,n3_tech_learn,1.0,6.0,2.0,0,0,0,north,1
3,n3_tech_learn,1.0,8.0,2.0,0,0,0,north,2
3,n3_tech_learn,1.0,9.0,2.0,0,0,0,north,1
3,n3_tech_learn,1.0,10.0,2.0,1,0,0,north,3
3,n3_tech_learn,1.0,11.0,1.0,1,0,0,north,1
3,n3_tech_learn,1.0,11.0,2.0,1,0,0,north,1
3,n3_tech_learn,1.0,12.0,3.0,1,0,0,north,1
3,n3_tech_learn,2.0,1.0,2.0,0,0,0,north,3
3,n3_tech_learn,2.0,1.0,3.0,0,0,0,north,1
3,n3_tech_learn,2.0,2.0,2.0,0,0,0,north,1
3,n3_tech_learn,2.0,3.0,1.0,0,0,0,north,1
3,n3_tech_learn,2.0,3.0,2.0,0,0,0,north,2
3,n3_tech_learn,2.0,4.0,2.0,0,0,0,north,1
3,n3_tech_learn,2.0,5.0,2.0,0,0,0,north,3
3,n3_tech_learn,2.0,6.0,2.0,0,0,0,north,2
3,n3_tech_learn,2.0,7.0,1.0,0,0,0,north,2
3,n3_tech_learn,2.0,7.0,2.0,0,0,0,north,6
3,n3_tech_learn,2.0,8.0,1.0,0,0,0,north,2
3,n3_tech_learn,2.0,8.0,2.0,0,0,0,north,8
3,n3_tech_learn,2.0,9.0,1.0,0,0,0,north,2
3,n3_tech_learn,2.0,9.0,2.0,0,0,0,north,7
3,n3_tech_learn,2.0,10.0,1.0,1,0,0,north,1
3,n3_tech_learn,2.0,10.0,2.0,1,0,0,north,3
3,n3_tech_learn,2.0,11.0,1.0,1,0,0,north,1
3,n3_tech_learn,2.0,11.0,2.0,1,0,0,north,2
3,n3_tech_learn,2.0,12.0,2.0,1,0,0,north,2
3,n3_tech_learn,2.0,13.0,1.0,1,0,0,north,1
3,n3_tech_learn,2.0,13.0,2.0,1,0,0,north,2
4,n3_aging_travel,1.0,1.0,1.0,0,1,3,north,1
4,n3_aging_travel,1.0,1.0,2.0,0,1,3,north,5
4,n3_aging_travel,1.0,1.0,3.0,0,1,3,north,1
4,n3_aging_travel,1.0,2.0,1.0,0,1,3,north,4
4,n3_aging_travel,1.0,2.0,2.0,0,1,3,north,17
4,n3_aging_travel,1.0,3.0,1.0,0,1,3,north,5
4,n3_aging_travel,1.0,3.0,2.0,0,1,3,north,14
4,n3_aging_travel,1.0,4.0,1.0,0,1,3,north,4
4,n3_aging_travel,1.0,4.0,2.0,0,1,3,north,23
4,n3_aging_travel,1.0,4.0,3.0,0,1,3,north,1
4,n3_aging_travel,1.0,5.0,1.0,0,1,3,north,6
4,n3_aging_travel,1.0,5.0,2.0,0,1,3,north,40
4,n3_aging_travel,1.0,6.0,1.0,0,1,3,north,4
4,n3_aging_travel,1.0,6.0,2.0,0,1,3,north,18
4,n3_aging_travel,1.0,7.0,1.0,0,1,3,north,7
4,n3_aging_travel,1.0,7.0,2.0,0,1,3,north,29
4,n3_aging_travel,1.0,8.0,1.0,0,1,3,north,4
4,n3_aging_travel,1.0,8.0,2.0,0,1,3,north,20
4,n3_aging_travel,1.0,9.0,1.0,0,1,3,north,4
4,n3_aging_travel,1.0,9.0,2.0,0,1,3,north,22
4,n3_aging_travel,1.0,10.0,2.0,1,1,3,north,11
4,n3_aging_travel,1.0,10.0,3.0,1,1,3,north,1
4,n3_aging_travel,1.0,11.0,1.0,1,1,3,north,1
4,n3_aging_travel,1.0,11.0,2.0,1,1,3,north,7
4,n3_aging_travel,1.0,12.0,2.0,1,1,3,north,6
4,n3_aging_travel,1.0,13.0,2.0,1,1,3,north,2
4,n3_aging_travel,1.0,13.0,3.0,1,1,3,north,2
4,n3_aging_travel,2.0,1.0,1.0,0,1,3,north,4
4,n3_aging_travel,2.0,1.0,2.0,0,1,3,north,31
4,n3_aging_travel,2.0,2.0,1.0,0,1,3,north,7
4,n3_aging_travel,2.0,2.0,2.0,0,1,3,north,44
4,n3_aging_travel,2.0,3.0,1.0,0,1,3,north,2
4,n3_aging_travel,2.0,3.0,2.0,0,1,3,north,41
4,n3_aging_travel,2.0,4.0,1.0,0,1,3,north,4
4,n3_aging_travel,2.0,4.0,2.0,0,1,3,north,37
4,n3_aging_travel,2.0,4.0,3.0,0,1,3,north,2
4,n3_aging_travel,2.0,5.0,1.0,0,1,3,north,5
4,n3_aging_travel,2.0,5.0,2.0,0,1,3,north,39
4,n3_aging_travel,2.0,6.0,1.0,0,1,3,north,6
4,n3_aging_travel,2.0,6.0,2.0,0,1,3,north,44
4,n3_aging_travel,2.0,7.0,1.0,0,1,3,north,5
4,n3_aging_travel,2.0,7.0,2.0,0,1,3,north,70
4,n3_aging_travel,2.0,7.0,3.0,0,1,3,north,1
4,n3_aging_travel,2.0,8.0,1.0,0,1,3,north,7
4,n3_aging_travel,2.0,8.0,2.0,0,1,3,north,63
4,n3_aging_travel,2.0,9.0,1.0,0,1,3,north,7
4,n3_aging_travel,2.0,9.0,2.0,0,1,3,north,33
4,n3_aging_travel,2.0,10.0,2.0,1,1,3,north,15
4,n3_aging_travel,2.0,11.0,1.0,1,1,3,north,1
4,n3_aging_travel,2.0,11.0,2.0,1,1,3,north,6
4,n3_aging_travel,2.0,12.0,1.0,1,1,3,north,1
4,n3_aging_travel,2.0,12.0,2.0,1,1,3,north,2
4,n3_conv_transp,1.0,1.0,1.0,0,1,3,north,9
4,n3_conv_transp,1.0,1.0,2.0,0,1,3,north,11
4,n3_conv_transp,1.0,2.0,1.0,0,1,3,north,9
4,n3_conv_transp,1.0,2.0,2.0,0,1,3,north,24
4,n3_conv_transp,1.0,2.0,3.0,0,1,3,north,1
4,n3_conv_transp,1.0,3.0,1.0,0,1,3,north,6
4,n3_conv_transp,1.0,3.0,2.0,0,1,3,north,12
4,n3_conv_transp,1.0,3.0,3.0,0,1,3,north,1
4,n3_conv_transp,1.0,4.0,1.0,0,1,3,north,2
4,n3_conv_transp,1.0,4.0,2.0,0,1,3,north,30
4,n3_conv_transp,1.0,4.0,3.0,0,1,3,north,1
4,n3_conv_transp,1.0,5.0,1.0,0,1,3,north,6
4,n3_conv_transp,1.0,5.0,2.0,0,1,3,north,40
4,n3_conv_transp,1.0,5.0,3.0,0,1,3,north,1
4,n3_conv_transp,1.0,6.0,1.0,0,1,3,north,10
4,n3_conv_transp,1.0,6.0,2.0,0,1,3,north,35
4,n3_conv_transp,1.0,7.0,1.0,0,1,3,north,3
4,n3_conv_transp,1.0,7.0,2.0,0,1,3,north,41
4,n3_conv_transp,1.0,8.0,1.0,0,1,3,north,3
4,n3_conv_transp,1.0,8.0,2.0,0,1,3,north,29
4,n3_conv_transp,1.0,9.0,1.0,0,1,3,north,3
4,n3_conv_transp,1.0,9.0,2.0,0,1,3,north,13
4,n3_conv_transp,1.0,10.0,1.0,1,1,3,north,3
4,n3_conv_transp,1.0,10.0,2.0,1,1,3,north,14
4,n3_conv_transp,1.0,10.0,3.0,1,1,3,north,1
4,n3_conv_transp,1.0,11.0,2.0,1,1,3,north,6
4,n3_conv_transp,1.0,11.0,3.0,1,1,3,north,1
4,n3_conv_transp,1.0,12.0,2.0,1,1,3,north,1
4,n3_conv_transp,1.0,13.0,1.0,1,1,3,north,1
4,n3_conv_transp,1.0,13.0,2.0,1,1,3,north,5
4,n3_conv_transp,2.0,1.0,1.0,0,1,3,north,9
4,n3_conv_transp,2.0,1.0,2.0,0,1,3,north,43
4,n3_conv_transp,2.0,2.0,1.0,0,1,3,north,6
4,n3_conv_transp,2.0,2.0,2.0,0,1,3,north,49
4,n3_conv_transp,2.0,3.0,1.0,0,1,3,north,5
4,n3_conv_transp,2.0,3.0,2.0,0,1,3,north,47
4,n3_conv_transp,2.0,4.0,1.0,0,1,3,north,8
4,n3_conv_transp,2.0,4.0,2.0,0,1,3,north,71
4,n3_conv_transp,2.0,5.0,1.0,0,1,3,north,6
4,n3_conv_transp,2.0,5.0,2.0,0,1,3,north,79
4,n3_conv_transp,2.0,5.0,3.0,0,1,3,north,1
4,n3_conv_transp,2.0,6.0,1.0,0,1,3,north,15
4,n3_conv_transp,2.0,6.0,2.0,0,1,3,north,80
4,n3_conv_transp,2.0,7.0,1.0,0,1,3,north,15
4,n3_conv_transp,2.0,7.0,2.0,0,1,3,north,109
4,n3_conv_transp,2.0,7.0,3.0,0,1,3,north,2
4,n3_conv_transp,2.0,8.0,1.0,0,1,3,north,14
4,n3_conv_transp,2.0,8.0,2.0,0,1,3,north,73
4,n3_conv_transp,2.0,8.0,3.0,0,1,3,north,1
4,n3_conv_transp,2.0,9.0,1.0,0,1,3,north,10
4,n3_conv_transp,2.0,9.0,2.0,0,1,3,north,52
4,n3_conv_transp,2.0,10.0,1.0,1,1,3,north,6
4,n3_conv_transp,2.0,10.0,2.0,1,1,3,north,22
4,n3_conv_transp,2.0,10.0,3.0,1,1,3,north,1
4,n3_conv_transp,2.0,11.0,1.0,1,1,3,north,2
4,n3_conv_transp,2.0,11.0,2.0,1,1,3,north,13
4,n3_conv_transp,2.0,12.0,2.0,1,1,3,north,1
4,n3_conv_transp,2.0,13.0,1.0,1,1,3,north,1
4,n3_conv_transp,2.0,13.0,2.0,1,1,3,north,2
